/////////////////////////////////////////////////////////////////////////////////////////////////////
/////キャラクター定義//////////

#CharTable
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//主人公	□ 0～19 □
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//
//　　　　　　　　　　　　　　　　　　※※　キャラ手帳の並びと合わせて、順を変更しました。　※※
//
//					 フ		  モ		属性
//					 ァ		  ｜							前  |弾氷|noTt|noUV		経	  |
//					 イ		  ショ  タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		  ン  イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②		③
//	前				 名		  NO  プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	NO％			説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %			説明（６４文字）
304	むーんぶりーど	 EN_304  304  3 25	-----	0  0  0   	----|----|----|*---		0 0 0 ---- 0 ---- 0 ---- 105	遥か昔から生き続け、強大\nな進化を遂げた古代生物。\n岩石弾を吐き出す。
307	★ゾンビＮＰＣ男 Ch_005Z 307  3 14	MxGxBx	0   0  0   	---*|****|--*-|----		0 0 0 ---- 0 ---- 0 ---- 0	？？？
308	★ゾンビＮＰＣ女 Ch_010  308  3 13	-----	0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 0	？？？

// ハニワ党
// ほぼステータスアップのみ。ザコ連戦用
292 すたんぴーど	 EN_131  131  3 16	B2		0   0  0 	*--*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 199		？？？
293 じゃがーのーと	 EN_278  131  3 16	B2		0   0  0 	*--*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
294 ですれみんぐ	 EN_294  294  3 18	-----	75  0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 101	魔の大鼠が操る大車輪。\n\n
295 へるめいど		 EN_229  295  3 19	B2		100 0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？//人工知能に重大な欠陥が\n生じたメイドロボ。\n動きが予測できない。
297 ぶりきぼっと	 EN_297  297  3 20	K2		150 0  0  	---*|-**-|----|----		0 0	0 ---- 0 ---- 0 ---- 102	こぼるとの超強力な鉄人。\n現時点での『こぼると\nてくのろじー』の集大成。
298 はにわおこじょ	 EN_136  298  3 20	MH		100 0  0 	----|*--*|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
299 はにわにわとり	 Ch_498  299  3 20	H2T+	100 0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？

////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				ノック |ノックバックしない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	noIt|アイテムでない		noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|風．水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/風	MGB=魔法/剣/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剣四倍/爆弾一撃
//
//					 フ		 モ			属性
//					 ァ		 ｜								前  |弾氷|noIt|noUV		経	  |
//					 イ		 ショ	  タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		 ン	  イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		 NO	  プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
//---	■■■敵■■■■ ------	 --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
// 中ボス
126 ばたふらい		 EN_126  126  3 11	M2		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 11	極めて獰猛な大型の魔蟲。\n口から竜巻を起こす\n魔法を発射する。
350 おおあおじぇりー EN_350  350  3 03	S+K2	250 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 114	何匹ものアオジェリーが\n合体して出来たもの。\n体重に任せた攻撃は強力。
351 えれくとくらげ	 EN_351  351  3 06	-----	250 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 115	拾った物を食べて変異を\n起こしたくらげでん。\n纏う電圧は通常の数十倍。
352 べびーごーれむ	 EN_352  352  3 05	-----	50  0  0   	----|----|----|----		10 0 0 ---- 0 ---- 0 ---- 116	ゴーレムを作る際に、\n余った石材で作ったもの。\n気合だけは十分。
353 こぼるときんぐ	 EN_353  353  3 15	-----	250 0  0   	---*|*--*|----|----		10 0 0 ---- 0 ---- 0 ---- 117	自称．こぼると達の王。\n決して敵に背は見せない。\n逃げるときは後ろ步き。
354 きらーふぃっしゅ EN_354  354  3 07	-----	250 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 118	他の魚を際限なく捕食し、\n極めて巨大に育った。\n突撃の威力が増している。
355 がにめーでー	 EN_355  355  3 08	-----	250 0  0  	-*-*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 119	超巨大なガニメデ。\n二本のハサミに\n最強の防御力を得た。
357 ばっとおじさん	 EN_357  357  3 04	M2   	200 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 120	闇で力を蓄えた巨大蝙蝠。\n得意の超音波は人一人を\n吹き飛ばす程の力を得た。
358 てんぐまたんご	 EN_358  358  3 10	-----  	200 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 121	胞子を集めて肥大化した\nマタンゴ。\n大量の毒胞子を振りまく。
360 ぐれーところにー EN_360  360  3 12	B2		200 0  0 	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 122	火の結晶体を中に入れて\n巨大化した。攻撃すると\n巨大な火の玉を噴出す。
361 おおあかじぇりー EN_361  361  3 11	K+S2	100 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 123	何匹ものアカジェリーが\n合体して出来たもの。\n重量に反して素早い。
362 おおひのとり	 EN_362  362  3 16	S2K+	200 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 124	伝説の火焔鳥を目指して\n激太りしたホウオウ。\n性格が凶暴に。
364 まとろみみっく	 EN_364  364  3 18	B2MH--	200 0  0 	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 125	極めて巨大なつぼみみっく。\n体内に、一回り小さい\n同種族が入っている。
365 こうていもさもさ EN_303  365  3 13	------	0   0  0   	----|----|----|----		10 0 0 ---- 0 ---- 0 ---- 126	モサモサの突然変異種。\n常に高い頻度で\n爆弾卵を産み続ける。
366 めがわーむ	 	 EN_204  366  3 13	------	200 0  0   	---*|****|----|----		10 0 0 ---- 0 ---- 0 ---- 127	運良く天敵にも会わず、\n長い間生きのびた姿。\n次の段階への進化が間近。
367 まとろみみっく	 EN_367  364  3 18	B2MH--	100 0  0   	---*|****|----|----		 0 0 0 ---- 0 ---- 0 ---- 128	大きなつぼみみっく。\n体内に、一回り小さい\n同種族が入っている。
368 まとろみみっく	 EN_368  364  3 18	B2MH--	0 0  0   	---*|****|----|----		 0 0 0 ---- 0 ---- 0 ----   0	特殊なつぼみみっく。\n体内に、一回り小さい\n同種族が入っている。
369 まとろみみっく	 EN_369  369  3 18	B2MH--	-50 0  0   	---*|****|----|----		 0 0 0 ---- 0 ---- 0 ----   0	極小のつぼみみっく。\n流石に中には\n何も入らない。
370 おんせんすざく	 EN_111  370  3 18	MH----	200 0  0   	---*|****|----|----		 0 0 0 ---- 0 ---- 0 ---- 131	里の温泉の温かさに触れて\n大きく育ったスザク。\n羽ばたきの風は台風並み。
371 びっぐいえてぃ	 EN_371  371  3 18	MH----	200 0  0   	---*|****|----|----		 0 0 0 ---- 0 ---- 0 ---- 132	山の奥深くで眠っていた\n山のヌシ。大陸の異常に\n感づいて目覚めた。
372 ちびちょうちん	 EN_372  372  3 18	B2MH--	50  0  0   	----|----|----|----		 0 0 0 ---- 0 ---- 0 ---- 133	子供サイズの提灯に\n擬態したもの。\n攻撃がとても当てにくい。
373 ★虚弱ダミー	 EN_373  373  3 01	------	0	0	0	----|----|----|----		 0 0 0 ---- 0 ---- 0 ----   0	？？？
374 ★無双ダミー	 EN_373  374  3 01	GxMxKx	100	0 9999	----|----|----|----		 0 0 0 ---- 0 ---- 0 ----   0	？？？

// イベント戦闘用
379 ★分身スバル	 Ch_020  379  3 17	Bx---	-60 0  0 	---*|***-|**--|----		0 0	0 ---- 0 ---- 0	---- 0		ラグナに弟子入りした忍びの子。\n一生懸命だが、腕はまだまだ未熟。
380	★分身ペンギン	 Ch_081  380  3 30	Bx---	-80 0  0 	---*|****|**--|----		0 0	0 ---- 0 ---- 0	---- 0		某所に出没する呼び込みペンギン。\n色々間違っていても気付いてない。
381 うぃざーど		 EN_313  313  3 15	MHG2	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？
382 やまつつき		 EN_273  273  3 14	MHG2	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？
383 しゃどう		 EN_313  383  3 01	-----	200 4  0  	----|-**-|*---|----		0 0 0 ---- 0 ---- 0 ---- 0		アルウェンが召喚した影法師。\nラグナの力を試した。
384 ★操ワイゼン村長 Ch_065  384  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		ロアルタ村の村長を務める老人。\nザハールに操られている。
385 ★操ラウニ		 Ch_066  385  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		村の生き字引的お婆ちゃん。\nザハールに操られている。
386 ★操バラン		 Ch_067  386  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		村で誠実に働く心優しい青年。\nザハールに操られている。
387 ★操アルベール	 Ch_068  387  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		農作業を行う几帳面なおじさん。\nザハールに操られている。
388 ★操マーサ		 Ch_069  388  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		農作業を行う穏やかなおばさん。\nザハールに操られている。
389 ★操フェデリカ	 Ch_070  389  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		村で家畜の世話をするお姉さん。\nザハールに操られている。

//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				ノック |ノックバックしない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	傾き|マップ傾斜で傾く	noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|風．水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/風	MGB=魔法/剣/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剣四倍/爆弾一撃
//
//					 フ		 モ			属性
//					 ァ		 ｜								前  |弾氷|傾き|noUV		経	  |
//					 イ		 ショ	  タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		 ン	  イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		 NO	  プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
// 闘技場
390	モーリス		 Ch_054  390  3  4	Bx---	200 0  0 	---*|-**-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
391 スバル			 Ch_020  391  3 17	Bx---	250 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
392 オデッサ		 Ch_019  392  3  7	Bx---	200 0  0 	---*|***-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
393 フィオナ		 Ch_017  393  3 20	Bx---	300 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
394 執事クロード	 Ch_018  394  3 23	Bx---	300 0  0 	---*|***-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
395 魔女ラーライラ	 Ch_023  023  3  1	Bx---	200 0  0 	---*|***-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
396 ポックル		 Ch_001  396  3 11	Bx---	200 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
397 ピピロ			 ch_002  397  3 13	BxMH-	200 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
398 ギャランドゥ	 Ch_021  398  3 27	Bx---	300 0  0 	---*|***-|**--|----		0 22 0 ---- 0 ---- 0	---- 0	X
399	呼び込みペンギン Ch_081  399  3 30	Bx---	400 10 20 	---*|***-|**--|----		0 44 0 ---- 0 ---- 0	---- 0	X

//敵 		□ 400～499 □ＢＯＳＳ
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				ノック |ノックバックしない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	noIt|アイテムでない		noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|風．水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/風	MGB=魔法/剣/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剣四倍/爆弾一撃
//
//					 フ		 モ			属性
//					 ァ		 ｜								前  |弾氷|noIt|noUV		経	  |
//					 イ		 ショ	 タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		 ン	 イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		 NO	 プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
//- ■■■敵■■■■ ------	 --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
---	■■ＢＯＳＳ■■ ------  --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
401 アビスフラワー	 BS_401  401  3 11	BxK2	200 8  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 134	生きたままの獣を捕食する\n魔界の妖花。無数のツタで\n獲物を狩る。
402 エフェメルガ	 BS_402  402  3 6	BxMHG2	1500 0 0 	---*|****|***-|----		10	0	0	---- 0	---- 0	---- 135	沈没した神殿に棲みついた\n水の魔獣。強酸性の体液を\n吐き出し、敵を襲う。
403 アークシェロブ	 BS_403  403  3 4	BxGxMxKx 100 0 9999	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 136	廃坑の奥に巣を持つ巨大な\n闇蜘蛛。肥大化した六本足\nで大地を揺らす。
405 ガルガリオン	 BS_405  405  3 19	-----	400	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 137	《ルナ＝ムンドゥス》への\n鍵を守る大岩の神竜。\n拳に雷を生む魔石を持つ。
407 ファブニール	 BS_407  407  3 12	-----	999	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 138	上級魔族の使役する火竜。\n飛ぶだけで凄まじい熱気を\n発し、地上を焼き尽くす。
408 魔王ミア		 BS_408  408  3 30	-----	800	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	----   0	？？？
409 真ザハール		 BS_406  406  3 25	Gx		600	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0----   139	吸血鬼ザハールの真の姿。\n圧倒的な魔力で次々と\n強力な魔法を繰り出す。

410 魔王ルシアン	 BS_408  410  3 10	-----	999	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 140	光と闇の女神に背きし６人\nの堕天使の一人。ミアの\n体を乗っ取って復活した。


420 ★サバディアン	 EN_420  420  3 04	MHG2	200 0  0   	----|----|*---|----		0 	0 	0 	---- 0 	---- 0 	---- 0		全身刃物アリジゴクボスyou
421 ★球石（破壊可） obx0614  -1  2 01	-----	15	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
//EN_168
---	＿＿＿＿＿＿＿＿ ------	---	-	--	-----	--- -- --	-------------------		- - -	---- -	---- -	---- -	------
451 地の竜立方体石	 BS_451  451  3 10	-----	999	8  0 	---*|****|***-|----		0	0	0	---- 0	---- 0	---- 0		？？？
453 地の竜円柱石	 BS_453  453  3 10	-----	999	8  0 	---*|****|***-|----		0	0	0	---- 0	---- 0	---- 0		？？？
454 地の竜茂み		 BS_454  454  3 1	-----	1	0  0 	---*|****|***-|***-		0	0	0	---- 0	---- 0	---- 0		？？？

450 植物ボス触手左１ BS_450  450  3 11	K2		0	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？
455 植物ボス触手左２ BS_450  455  3 11	K2		0	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？
456 植物ボス触手左３ BS_450  456  3 11	K2		50	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？
457 植物ボス触手左４ BS_450  457  3 11	K2		0	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？
458 植物ボス触手右１ BS_450  458  3 11	K2		0	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？
459 植物ボス触手右２ BS_450  459  3 11	K2		0	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？
460 植物ボス触手右３ BS_450  460  3 11	K2		50	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？
461 植物ボス触手右４ BS_450  461  3 11	K2		0	0  0 	---*|****|***-|**-*		10	0	0	---- 0	---- 0	---- 0		？？？

462 クモ足ＴＧ用 	 BS_452  452  3 4	Mx		200	0  0 	---*|****|**--|**--		0	0	0	---- 0	---- 0	---- 0		？？？
463 黒竜			 BS_407b 463  3 10	-----	999	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 0		？？？
464 白竜			 BS_407c 463  3 10	-----	999	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 0		？？？
*/

//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//////////////////////////////////////////////////////////////////////
// //敵 		□ 100～199 □□ 200～299 □□ 300～399 □

//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				ノック |ノックバックしない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	noIt|アイテムでない		noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|風．水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/風	MGB=魔法/剣/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剣四倍/爆弾一撃
//
//					 フ		  モ		属性
//					 ァ		  ｜							前  |弾氷|noIt|noUV		経	  |
//					 イ		  ショ  タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		  ン  イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		  NO  プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
//---	■■■敵■■■■ ------	 --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
//050 ねこ			 EN_050  050  4 06	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 0	？？？

//廃坑ザコ12
311 あおじぇりー	 EN_311  311  3 01	S+K2	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----  109	他の魔物の邪気によって\n湧き水に命が宿った魔物。\nミントの匂いがする。
214 ばっとくん		 EN_214  214  3 02	M2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   58	暗闇に潜むコウモリのモンスター。\n超音波で耳へ不快感を与える。
204 ちびわーむ	 	 EN_204  203  3 01	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   48	仲間と力をあわせて飛びかかる虫。\n子供なのでまだ知能が低い。
208 こぼると		 EN_208  208  3 01	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ----   52	群れで暮らす犬の魔物。\n弱いので愛玩動物として\n飼われてしまうことも。
100 いわつつき		 EN_100  100  3 02	TxM2	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   01	岩のように硬いくちばしを持つ怪鳥。\nヒットアンドアウェイを繰り返す。
216 あーす			 EN_216  216  3 02	T+H4	0	0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   60	地を司る精霊の結晶体。\n主食は鉱石の欠片。
209 ごーれむ		 EN_209  209  3 03	B2		100 0  0  	---*|*-*-|----|----		0 0	0 ---- 0 ---- 0 ----   53	魔術で作られた石人形。\n地面を殴って衝撃波を発生させる。
101 はこむかで		 EN_101  101  3 03	-----	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ----   02	廃棄ブロックが連なって\n魔物と化したモノ。\n高速のスピンアタックを使う。
123 しろおこじょ	 EN_123  123  3 03	MH		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   09	かまいたちを\nブーメランのように投げる\n魔力を持ったおこじょ。
203 わーむ			 EN_203  203  3 03	K2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   47	仲間と力をあわせて飛びかかる虫。\n死の間際に子供を産む習性を持つ。
112 じらいいわ		 EN_112  112  3 03	B2		0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ----   07	ダンジョンの地面に生える地雷。\n時折爆風を発生させるため、\n注意が必要。
139 すなもぐら		 EN_139  139  3 03	-----	0   0  0 	---*|----|----|----		0 0	0 ---- 0 ---- 0 ----   22	砂の中で暮らすモグラのモンスター。\n砂を巻き上げて攻撃する。

//廃坑ボス6
350 おおあおじぇりー EN_350  350  3 03	S+K2	250 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 114	何匹ものアオジェリーが\n合体して出来たもの。\n体重に任せた攻撃は強力。
357 ばっとおじさん	 EN_357  357  3 04	M2   	200 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 120	闇で力を蓄えた巨大コウモリ。\n得意の超音波は\n人一人を吹き飛ばす程の力を得た。
352 べびーごーれむ	 EN_352  352  3 05	-----	50  0  0   	----|----|----|----		10 0 0 ---- 0 ---- 0 ---- 116	ゴーレムを作る際に、\n余った石材で作ったもの。\n気合だけは十分。
403 アークシェロブ	 BS_403  403  3 03	BxGxMxKx 900 0 0	---*|****|**--|----		10 0 0 ---- 0 ---- 0 ---- 136	廃坑の奥に巣を持つ巨大な闇蜘蛛。\n肥大化した六本足で大地を揺らす。
158 ヒュドラ		 EN_158  158  3 37	MH		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ----  37	『双頭の地竜』と呼ばれ、\n二つの頭から\n交互に火の玉を撃ちだす。
162 ナイトロード	 EN_162  162  3 47	MH		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ----  41	真祖の血統から外れた\n後天的な吸血鬼たちの王。\n妄執に支配されている。

//神殿ザコ11
251 ばっとさん		 EN_251  251  3 05	M2   	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   81	魔族の使い魔の一種。\n聴覚を狂わせる超音波で\n小さな獲物を簡単に仕留める。
205 しびれくらげ	 EN_205  205  3 04	K2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   49	逃げながら放電する\nくらげのモンスター。\n触手に触れないように注意。
302 とびいもり		 EN_302  302  3 04	K2		0   0  0  	----|---*|----|----		0 0 0 ---- 0 ---- 0 ----  103	四六時中バネの様に跳ねる\n奇妙なイモリ。　步行も殆ど行わず、\n跳ねながら移動する。
168 そーどふぃっしゅ EN_168  168  3 04	SH		0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ----   45	全身刃物で出来た魔の魚。\n気性が荒く、\n攻撃すると怒って追跡してくる。
211 しびれまんた	 EN_211  211  3 06	K2SH	75  0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   55	帯電体質を持つ魔獣。\n性格は人懐こいが、\n触れると感電してしまう。
134 いわがえる		 EN_134  134  3 05	B2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   17	表面が岩のように硬い蛙。\n遠距離．近距離の攻撃を\n巧みに使い分ける。
250 こぼるてす		 EN_250  208  3 05	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ----   80	花飾りがチャームポイントの、\nメスのこぼると。　オスより凶暴。
217 あくあ			 EN_217  217  3 05 	S+K4	0	0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   61	水を司る精霊の結晶体。\n主食は水中の泡。
127 がにめで		 EN_127  127  3 05	B2		0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   12	潮を発生させる力を持つ\nカニ型のモンスター。\n前にも步くので注意。
137 つぼみみっく	 EN_137  137  3 06	B2MH	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   20	壷に擬態したモンスター。\n近づくと突然動きだし、\n冒険者の手に噛み付く。
129 わーしゃーく	 EN_129  129  3 06	-----	50  0  0 	-*--|--*-|----|----		0 0	0 ---- 0 ---- 0 ----   14	獰猛なサメの半魚人。\n恐ろしいキバで獲物に襲い掛かる。

//神殿ボス6
351 えれくとくらげ	 EN_351  351  3 06	K2		250 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 115	拾った物を食べて\n変異を起こしたしびれくらげ。\n纏う電圧は通常の数十倍。
354 きらーふぃっしゅ EN_354  354  3 07	K2SH	250 0  0  	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 118	他の魚を際限なく捕食し、\n巨大に育ったそーどふぃっしゅ。\n突撃の威力が増している。
